name,price,grasa,calorias,kJ,sal,carbohidratos,proteinas
Fiambre de Pechuga de Pavo Mini Pavofrío Campofrío sin gluten y sin lactosa 340 g,"4,40 €",1.4 g,87 Kcal,366 KJ,2.2 g,7 g,11.5 g
Paté de ciervo Carrefour 180 g.,"2,59 €",24 g,278 Kcal,1150 KJ,1.6 g,0.7 g,16 g
Jamón cocido extra sin fosfatos lonchas Calidad y Origen Carrefour 155 g,"1,85 €",5 g,122 Kcal,513 KJ,1.8 g,1.3 g,18 g
Pastas  de Avena Zero Gullón 300 gr.,"3,85 €",18 g,414 Kcal,1726 KJ,0.53 g,57 g,6.2 g
Harina integral de trigo Classic Carrefour 1 kg.,"0,99 €",1.8 g,330.0 Kcal,1397.0 KJ,0.03 g,62.0 g,12.0 g
Pasta macarrones penne rigate integral Barilla 500 g.,"2,15 €",2.5 g,347 Kcal,1466 KJ,,64 g,13 g
Sobaos La Bella Easo 24 ud.,"4,29 €",25 g,452 Kcal,1887 KJ,0.6 g,51 g,5.4 g
Margarina Ligeresa 500 g.,"3,05 €",38 g,342 Kcal,1408 KJ,0.5 g,0.5 g,0.5 g
Tiras de lomo crujientes sureñas Fripozo 250 g.,"3,65 €",12.00 g,237.00 Kcal,993.00 KJ,1.20 g,16.00 g,16.00 g
Harina de arroz integral ecológica Ecocesta 500 g.,"3,99 €",0.1 g,342 Kcal,1453 KJ,0.010 g,78.3 g,6.77 g
Croquetas de estofado de pollo Recetas Artesanas La Cocinera 500 g.,"5,55 €",3.18 g,148 Kcal,623 KJ,1.2 g,21.87 g,7.63 g
Leche semidesnatada Carrefour sin lactosa brik 1 l.,"0,95 €",1.6 g,46 Kcal,194 KJ,0.13 g,4.8 g,3.1 g
Plum cake de chocolate Classic' Carrefour 400 g.,"2,65 €",19.0 g,427.0 Kcal,1792.0 KJ,0.38 g,58.0 g,5.0 g
Bífidus cremoso sabor coco Danone Activia sin gluten pack de 4 unidades de 115 g.,"2,39 €",3 g,98 Kcal,409 KJ,0.12 g,13.7 g,4 g
Salsa picante Valentina envase 370 g.,"3,29 €",0 g,0 Kcal,0 KJ,4.75 g,0 g,0 g
Cereales corn flakes sin azúcar añadido Carrefour sin gluten 375 g.,"2,55 €",1 g,378 Kcal,1602 KJ,1.2 g,82.5 g,7.8 g
Chocolate con leche con trozos de almendras con miel Piramidone Carrefour Extra 100 g.,"1,54 €",33 g,542 Kcal,2262 KJ,,54 g,7 g
Croissants Simpl 350 g.,"1,35 €",16 g,391 Kcal,1641 KJ,1 g,53 g,7.4 g
Finas de Mar sabor al ajillo Simply 175 g,"1,99 €",18 g,232 Kcal,962 KJ,1.7 g,8.5 g,8.6 g
Galletas mini con tableta de chocolate con leche Carrefour Classic 160 g.,"1,63 €",23 g,494 Kcal,2070 KJ,0.73 g,65 g,6.3 g
Anacardos tostados sin sal Classic Carrefour 125 g.,"1,78 €",49 g,614 Kcal,2545 KJ,0.04 g,22 g,20 g
ColaCao energy sin gluten y sin azúcar añadido pack 4 botellas 188 ml.,"3,05 €",0.8 g,42 Kcal,178 KJ,0.20 g,5.1 g,3.5 g
Aceite de girasol Coosol 1 l.,"2,35 €",100.0 g,900 Kcal,3700 KJ,0 g,0 g,0 g
Queso fundido en porciones La Vaca Que Ríe sin gluten 375 g.,"3,89 €",12.5 g,179 Kcal,743 KJ,1.9 g,5.5 g,11 g
Queso fundido en lonchas light El Caserío sin gluten 300 g.,"2,39 €",6.8 g,174 Kcal,732 KJ,2.69 g,8 g,17 g
Kuyx de mandarina 3 l.,"1,99 €",0.1 g,3 Kcal,10 KJ,0.02 g,0.1 g,0.1 g
Tomate frito casero Hero tarro 370 g.,"3,25 €",3.00 g,86 Kcal,362 KJ,1.10 g,13.00 g,1.40 g
Cacahuetes tostados y salados Classic Carrefour 400 g.,"1,55 €",47 g,595 Kcal,2466 KJ,0.37 g,7.9 g,31 g
Pan de molde integral con corteza Carrefour 460 g.,"0,95 €",2.8 g,237 Kcal,999 KJ,1.2 g,40 g,10 g
Palomitas sabor ketchup y mostaza Risi sin gluten 105 g.,"1,66 €",17.1 g,470.0 Kcal,1977.0 KJ,2.1 g,73.0 g,6.1 g
Chorizo en lonchas Revilla sin gluten 65 g,"0,99 €",25 g,319 Kcal,1325 KJ,3.5 g,2.5 g,21 g
Sándwich sabor yogur con cereales integrales Zero Gullón sin azúcar añadido 220 g.,"3,05 €",17 g,420 Kcal,1757 KJ,0.55 g,65 g,7.0 g
Coca Cola light pack 24 latas 33 cl.,"20,40 €",0 g,0.2 Kcal,0.8 KJ,0.02 g,0 g,0 g
Preparado de soja y lima-limón Alpro sin gluten y sin lactosa 400 g.,"2,29 €",2.0 g,77.0 Kcal,323.0 KJ,0.21 g,10.1 g,3.6 g
Helado Cono Extreme Explosión Lemon Cheesecake Nestlé 6 ud.,"5,65 €",10 g,271 Kcal,1139 KJ,0.14 g,41 g,2.8 g
Pan de molde integral sin corteza 8 cereales Bimbo Silueta 450 g.,"2,69 €",3.5 g,225 Kcal,949 KJ,1 g,36 g,9.4 g
"Tarrito de pera, ciruela y plátano desde 4 meses ecológico Smileat sin gluten 130 g.","1,86 €",0.5 g,62 Kcal,261 KJ,0.01 g,14 g,0.5 g
Tortilla de patatas con chorizo Carrefour Classic' sin gluten sin lactosa 600 g.,"3,19 €",10 g,157 Kcal,654 KJ,1 g,10 g,6.5 g
Preparado de soja sabor frutos rojos con dátiles sin azúcar añadido sin gluten sin lactosa Alpro 400 g.,"2,59 €",2.1 g,65 Kcal,274 KJ,0.23 g,6.6 g,3.7 g
Patatas en dados Carrefour 450 g.,"1,30 €",3.3 g,120 Kcal,503 KJ,0.13 g,19 g,2.2 g
Bebida de avena Baristas Alpro sin lactosa y sin azúcar añadido 750 ml,"2,15 €",3 g,59 Kcal,248 KJ,0.13 g,6.7 g,0.8 g
Ternera a la jardinera Carretilla 300 g.,"4,65 €",4.2 g,105 Kcal,442 KJ,1.0 g,6.0 g,9.6 g
Yogur natural ecológico Carrefour Bio pack de 4 unidades de 125 g.,"1,95 €",3.5 g,68 Kcal,284 KJ,0.15 g,4.9 g,3.6 g
"Barritas de chocolate con leche, barquillo y crema de cacahuete Conguitos sin aceite de palma 5 ud.","2,59 €",30.8 g,530 Kcal,2217 KJ,0.7 g,50.6 g,10.9 g
Anilla de pota argentina congelada 450 g,"6,95 €",0.4 g,73 Kcal,311 KJ,1.93 g,0.5 g,16.9 g
Mini bombón helado chocolate y caramelo Double Magnum 6 ud.,"5,99 €",21 g,355 Kcal,1481 KJ,0.22 g,36 g,4 g
Bizcocho Tradicional Carrot Cake La Granja sin gluten y sin lactosa 230 g,"5,45 €",28 g,459 Kcal,1913 KJ,0.76 g,47 g,3.9 g
Aceitunas rellenas de anchoa Gran Selección Serpis sin gluten y sin lactosa 130 g.,"2,25 €",15 g,143 Kcal,587 KJ,3.5 g,0.5 g,1.4 g
Salchichas cocidas de pollo y pavo Carrefour 250 g.,"1,16 €",16 g,199.6 Kcal,,2.1 g,0.9 g,13 g
Preparado brownie Dr. Oetker 456 g.,"5,35 €",12 g,361 Kcal,1517 KJ,0.26 g,56 g,6.1 g
Concentrado de menta Teisseire botella 60 cl.,"10,19 €",0.0 g,312.0 Kcal,1326.0 KJ,0.0 g,78.0 g,0.0 g
Queso camembert Caprice des Dieux 200 g,"4,89 €",30 g,333 Kcal,1379 KJ,1.4 g,0.8 g,15 g
Aros de avena Carrefour Classic 400 g.,"1,90 €",5.7 g,387 Kcal,1632 KJ,0.01 g,66.4 g,12.7 g
Besos de goma sabor fresa nata Carrefour Classic sin gluten 250 g.,"1,07 €",0 g,339.0 Kcal,1440.0 KJ,0.23 g,80.0 g,4.8 g
Lomo Embuchado de Salamanca Carrefour taco de 450 g aprox,"9,22 €",6.8 g,203 Kcal,853 KJ,4.1 g,1.0 g,34 g
Tarta de queso Carrefour Original sin gluten 180 g.,"1,80 €",7.8 g,189 Kcal,792 KJ,0.41 g,20 g,9.2 g
Leche fermentada de proteínas líquida desnatada sabor stracciatella Danone Yopro sin lactosa y sin azúcar añadido 300 g.,"2,65 €",0.5 g,59 Kcal,246 KJ,0.17 g,5.3 g,8.3 g
Salchichón extra curado Carrefour sin gluten y sin lactosa taco de 400 g,"7,65 €",38 g,475 Kcal,1969 KJ,3.9 g,3.6 g,29 g
Gazpacho con aceite de oliva virgen extra Carrefour sin gluten pack de 3 unidades de 330 ml.,"2,19 €",2 g,34 Kcal,140 KJ,0.75 g,2.7 g,0.8 g
Queso curado grattugia facile Biraghi 200 g,"6,09 €",30 g,418 Kcal,1739 KJ,1.8 g,0.0 g,37.0 g
Postre lácteo al chocolate Nestlé sin gluten pack de 4 unidades de 125 g.,"1,99 €",1.3 g,101 Kcal,427 KJ,0.18 g,19 g,2.9 g
Yogur estilo griego natural con azucar de caña Carrefour 1 kg.,"2,49 €",8 g,132 Kcal,550 KJ,0 g,11 g,3 g
Chicles de menta 60 minutos Trident si azúcar 72 g.,"3,29 €",0.3 g,174 Kcal,725 KJ,0.03 g,68 g,1.2 g
Chicles bubblemint  Orbit 4 paquetes de 10 ud.,"3,69 €",0 g,145 Kcal,605 KJ,0 g,60.50 g,0 g
"Ratatouille de berenjena, calacín y pimiento Bonduelle 375 g.","4,49 €",5.4 g,82 Kcal,341 KJ,0.6 g,5.8 g,1.5 g
Jamón Curado Gran Reserva Alarcos 7 kg aprox.,"75,00 €",9.9 g,23 Kcal,325 KJ,5.1 g,0.5 g,29 g
Queso de mezcla viejo Cañada Mayor 250 g.,"4,75 €",36.0 g,430.0 Kcal,1741.0 KJ,2.3 g,0.5 g,26.0 g
Espárragos verdes 8/16 ecológicos Carrefour Bio 185 g.,"5,05 €",,16 Kcal,66 KJ,0.73 g,2.1 g,1.3 g
Panini Bacon 165 g,"1,75 €",7.5 g,245 Kcal,1029 KJ,1.6 g,34 g,8.7 g
Alfajores de dulce de leche blanco Márdel 150 g.,"2,39 €",16.1 g,415 Kcal,1745 KJ,0.37 g,59.9 g,7.6 g
Rosca de jamón serrano y queso Carrefour Extra 440 g.,"3,89 €",5.0 g,250 Kcal,1057 KJ,2.3 g,38 g,13 g
Galletas con arroz y cereales integrales Vitalgrain Gullón 250 g.,"3,29 €",18 g,460 Kcal,1929 KJ,0.78 g,63 g,6.9 g
Galletas de agua Carr's 125 g.,"1,99 €",0.3 g,14.0 Kcal,60.0 KJ,,2.5 g,0.3 g
Tiras estilo americano de proteína de guisante y trigo Green Cuisine Findus 210 g.,"4,05 €",17 g,274 Kcal,1140 KJ,1.2 g,19 g,9.6 g
Pizza de jamón y queso La Originale Palacios 405 g.,"3,15 €",7.1 g,219 Kcal,920 KJ,1.8 g,26 g,12 g
Leche semidesnatada con calcio Pascual brik 1 l.,"1,82 €",1.6 g,52 Kcal,221 KJ,0.2 g,5.6 g,3.9 g
Sardinilla en aceite de oliva Javimar 81 g.,"3,15 €",12.3 g,199 Kcal,830 KJ,1.3 g,0.3 g,22 g
Chili con carne Texicana Maggi sin gluten 425 g.,"3,49 €",2.5 g,98 Kcal,409 KJ,1.11 g,9.48 g,6.71 g
Peskitos de salmón empanados Pescanova 300 g.,"4,55 €",12.6 g,247 Kcal,1035 KJ,1.10 g,19.8 g,12.5 g
Tarrito de verduritas con delicias de pavo desde 6 meses Hero Baby 235 g.,"1,70 €",2.5 g,71 Kcal,296 KJ,0.04 g,8.4 g,2.7 g
Horchata de chufa Carrefour Original sin gluten botella 1 l.,"1,86 €",2.8 g,85 Kcal,358 KJ,0.08 g,14 g,0.7 g
Burger vegan de berenjena Better Balance 160 g.,"4,09 €",8.8 g,175 Kcal,731 KJ,0.8 g,11.7 g,8.8 g
Margarina con sal Tulipán sin gluten y sin lactosa 400 g.,"2,95 €",59 g,531 Kcal,2183 KJ,0.9 g,0.5 g,0.5 g
Aceite de girasol Carrefour Classic' 1 l.,"1,45 €",100 g,900 Kcal,3700 KJ,0 g,0 g,0 g
"Mini bombón helado de almendras, negro, blanco y chocolate Extra Carrefour 8 ud.","1,88 €",23 g,340 Kcal,1415 KJ,0.15 g,29 g,4.3 g
Aceitunas verdes rellenas de anchoa La Española sin gluten pack de 3 latas de 50 g.,"3,85 €",15.5 g,155.7 Kcal,640.2 KJ,2.4 g,0.1 g,1.8 g
Salsa barbacoa original Bull's Eye botella 300 ml.,"4,15 €",0.2 g,160 Kcal,671 KJ,2.5 g,38 g,1.3 g
Palmera 250 g,"2,45 €",35 g,557 Kcal,2322 KJ,0.79 g,55 g,4.5 g
Pudding de proteínas sabor a caramelo Nestlé Lindahl's 150 g.,"1,46 €",0.2 g,71 Kcal,303 KJ,0.25 g,7.4 g,10 g
Mini bombón helado con chocolate blanco y galleta Collection Magnum 6 ud.,"6,19 €",20 g,329 Kcal,1379 KJ,0.19 g,33 g,4.6 g
Azúcar moreno de caña integral Panela Azucarera 500 g.,"2,39 €",0 g,376 Kcal,1598 KJ,0 g,94 g,0 g
Galletas Oceanix Tosta Rica To Go Cuétara 235 g.,"3,25 €",18 g,470 Kcal,1973 KJ,0.5 g,68 g,7 g
Papilla infantil desde 6 meses con miel Nestlé Pijama pack de 2 unidades de 250 ml.,"2,59 €",2.9 g,87 Kcal,365 KJ,0.07 g,12.5 g,2.5 g
Mousse de chocolate blanco con leche Mousse Dúo Nestlé La Lechera pack de 4 unidades de 60 g.,"2,29 €",5.7 g,156 Kcal,657 KJ,0.19 g,21.1 g,4.8 g
Risotto con 4 quesos Extra Carrefour doy pack 175 g.,"1,25 €",6.4 g,379 Kcal,1601 KJ,2.57 g,68 g,11.6 g
Leche infantil de continuación desde los 6 meses en polvo Nestlé Nidina 2 lata 800 g.,"17,89 €",24.2 g,500 Kcal,2095 KJ,,62.1 g,8.5 g
Tortita cheeseburger Aldelís 270 g.,"3,95 €",11.4 g,261.0 Kcal,1097.0 KJ,2.26 g,29.8 g,9.2 g
"Leche semidesnatada Pascual botella 1,5 l.","1,91 €",1.6 g,46 Kcal,195 KJ,0.12 g,4.7 g,3.3 g
Papilla infantil desde 6 meses 8 cereales con fruta Nestlé sin azúcar añadido 475 g.,"3,95 €",4.6 g,398 Kcal,1681 KJ,0.10 g,74.6 g,11.0 g
Bebida de frutas multivitamina Don Simón botella 2 l.,"1,39 €",0 g,38 Kcal,160 KJ,0.01 g,9 g,0.3 g
Atún claro en aceite de girasol Classic Carrefour 143 g.,"2,65 €",35.5 g,374.0 Kcal,1546.0 KJ,1.0 g,0 g,13.7 g
Panecillo integral de trigo 30% 11 ud.,"1,35 €",1 g,259 Kcal,1082 KJ,1.3 g,52.3 g,
Masa de hojaldre con mantequilla Carrefour 230 g.,"1,24 €",20 g,378 Kcal,1578 KJ,0.99 g,40 g,5.9 g
Whisky Dewar's japanese smooth 8 años 70 cl.,"18,19 €",0 g,220 Kcal,920 KJ,0 g,0 g,0 g
Cereales de arroz inflado Choco Rice Carrefour Classic 500 g.,"2,09 €",2.8 g,387 Kcal,1640 KJ,0.29 g,80 g,8.3 g
Cereales de maíz sin azúcar añadido Corn Flakes Carrefour 500 g.,"1,50 €",1.1 g,377.0 Kcal,1600.0 KJ,2.79 g,81.6 g,8.5 g
Pan payés 5 cereales con semillas de calabaza rebanado 490 g,"2,55 €",4.8 g,286 Kcal,1208 KJ,1.2 g,47 g,12 g
Chocolate negro 85% cacao Nestlé sin gluten 120 g.,"2,25 €",46.6 g,592 Kcal,2450 KJ,0.01 g,24.3 g,11.4 g
Croquetas mini de jamón Carrefour 500 g.,"1,31 €",11 g,209 Kcal,875 KJ,1.1 g,21 g,6 g
"Tortitas de maíz sabor miel y mostaza Bicentury 123,5 g.","2,59 €",15 g,450 Kcal,1893 KJ,0.77 g,71 g,6.6 g
Bloc de foie gras de pato Martiko sin gluten 130 g.,"6,99 €",49 g,475 Kcal,1956 KJ,1.11 g,2.9 g,5.5 g
Chocolate a la taza listo para tomar Valor sin gluten 1 l.,"3,49 €",0.7 g,95 Kcal,401 KJ,0.09 g,18 g,3.2 g
Huevas de maruca de Nuestra Tierra 150 g,"11,40 €",13 g,293 Kcal,1229 KJ,5.1 g,0 g,44 g
Filetes de caballa de Andalucía en aceite de girasol Tejero 80 g.,"1,74 €",10 g,195 Kcal,618 KJ,1.1 g,0 g,26 g
Cocktail de encurtidos sabor suave Rioverde sin gluten 180 g.,"1,76 €",4 g,57 Kcal,238 KJ,3 g,6 g,1 g
Verduras asadas con patata Carrefour 400 g.,"1,55 €",0.9 g,79 Kcal,332 KJ,0.01 g,14 g,2.4 g
"Cacao soluble instantáneo Nestlé Nesquik sin gluten 1,6 kg.","10,75 €",3.6 g,386 Kcal,1634 KJ,0.41 g,78.9 g,5.1 g
Pipas peladas y fritas Classic Carrefour 200 g.,"1,10 €",65 g,700 Kcal,2891 KJ,1.4 g,6.8 g,20 g
Papilla infantil desde 6 meses multicereal frutas Gerber sin azúcar añadido 270 g.,"5,85 €",2.5 g,379.0 Kcal,1606.0 KJ,0.10 g,77.2 g,9.0 g
Galletas con pepitas de chocolate y recubiertas con chocolate con leche Milka 110 g.,"1,89 €",25 g,503 Kcal,2105 KJ,0.94 g,62 g,5.9 g
Harina integral de centeno ecológica Carrefour Bio 1 kg.,"2,35 €",1.5 g,322 Kcal,1358 KJ,0.01 g,64.00 g,6.50 g
Barra con Cereales Tradicional 1 ud,"0,99 €",6.63 g,329 Kcal,1388 KJ,1.3 g,52 g,12.44 g
Galletas cookies con pepitas de chocolate y almendras Carrefour Extra 184 g.,"2,19 €",29 g,530 Kcal,2216 KJ,1.0 g,58 g,7.2 g
Jamón de Cebo Ibérico 50% Raza Ibérica en lonchas Círculo de Calidad sin gluten 100 g,"5,19 €",23 g,327 Kcal,1361 KJ,4.8 g,0 g,30 g
Mini Fuet Snack'in Campofrío 50 g,"1,45 €",20 g,348 Kcal,1369 KJ,5.8 g,4 g,33 g
Queso de oveja semicurado Classic Carrefour 250 g. cortado,"4,75 €",35 g,415 Kcal,1720 KJ,1.8 g,2 g,23 g
Eritritol ecológico Carrefour Bio 500 g.,"8,39 €",0 g,0 Kcal,0 KJ,0 g,100 g,0 g
Tarrito de frutas con galleta maría desde 6 meses Mi Menú pack de 2 unidades de 200 g.,"2,15 €",0.5 g,71 Kcal,301 KJ,0.03 g,15 g,0.9 g
Barritas de chocolate con leche y crema de avellanas Kinder Bueno 8 unidades de 43 g.,"6,85 €",37.3 g,572 Kcal,2384 KJ,0.272 g,49.5 g,8.6 g
Macarrones ecológicos Carrefour Bio 500 g.,"1,41 €",1.5 g,349.0 Kcal,1478.0 KJ,0.03 g,70.0 g,12.0 g
"La Casera de limón zero azucares añadidos pack de 2 botellas de 1,5 l.","1,93 €",0.0 g,1 Kcal,4 KJ,0.10 g,0.0 g,0.0 g
La Gula del Norte 2x210 g,"10,50 €",10 g,163 Kcal,678 KJ,2.2 g,8.2 g,9.2 g
Helado de menta y chocolate Carrefour 1000 ml.,"3,15 €",10.0 g,211.0 Kcal,883.0 KJ,0.1 g,27.0 g,2.2 g
Del Castillo Tinto,"10,65 €",1 g,90 Kcal,377 KJ,1 g,4.3 g,2 g
Yogur con fresas ecológico Junior Casa Grande de Xanceda sin gluten pack de 2 unidades de 125 g.,"2,09 €",4.0 g,105.7 Kcal,444.4 KJ,0.07 g,13.4 g,3.4 g
Lomo de Cebo Ibérico 50% Raza Ibérica loncheado Calidad y Origen Carrefour 100 g,"7,50 €",17 g,298 Kcal,1246 KJ,4 g,0.3 g,36 g
Cereales crujientes con plátano y pepitas Carrefour 750 g.,"3,75 €",18 g,467 Kcal,1955.24 KJ,0.41 g,64 g,8.8 g
Aceite de oliva virgen extra De Nuestra Tierra D.O Les Garrigues 50 cl.,"7,65 €",100 g,900 Kcal,3768 KJ,0 g,0 g,0 g
Queso de mezcla tierno lihgt El Ventero 550 g,"11,39 €",21 g,295 Kcal,1226 KJ,1.4 g,1.4 g,25 g
Pechuga de Pavo cocido extra en lonchas Carrefour El Mercado 200 g,"2,09 €",0.5 g,74 Kcal,316 KJ,1.85 g,0.5 g,17 g
Galletas de chocolate con leche rellenas de crema Choc&Roll Carrefour Classic 252 g.,"1,35 €",28 g,527 Kcal,2202 KJ,0.50 g,62 g,5.3 g
Nocco Miami Strawberry Bebida energética sin azúcar lata 33 cl.,"2,49 €",0 g,4 Kcal,15 KJ,0 g,0 g,0.9 g
Café latte macchiato en cápsulas Nescafé Dolce Gusto pack de 8 ud.,"4,89 €",22.1 g,422 Kcal,1760 KJ,0.48 g,28.3 g,19.3 g
Anacardo frito con miel Sensation Carrefour 125 g.,"2,25 €",35 g,550 Kcal,2291 KJ,0.22 g,42 g,17 g
Aceite de oliva virgen extra intenso Coosur 1 l.,"14,49 €",91.0 g,822 Kcal,3381 KJ,0 g,0 g,0 g
Girasoles de boletus y setas Carrefour Selección 250 g.,"2,25 €",6.4 g,224 Kcal,940 KJ,1.3 g,32 g,6 g
Dados de goma Carrefour Classic sin gluten 250 g.,"1,10 €",0 g,335.0 Kcal,1425.0 KJ,0.24 g,79.0 g,5.0 g
Chocolate con leche Valor sin gluten y sin lactosa 100 g.,"2,19 €",35 g,560 Kcal,2336 KJ,0.16 g,54 g,5.9 g
Garbanzos cocidos extra Simpl 400 g.,"0,67 €",1.9 g,94 Kcal,394 KJ,0.51 g,12 g,5.4 g
Alubia blanca La Muralla 1 kg.,"1,62 €",2.0 g,289 Kcal,1210 KJ,0 g,33 g,20 g
Queso rallado cheddar Carrefour 150 g.,"2,19 €",35 g,416 Kcal,1725 KJ,1.8 g,,25 g
Leche infantil para lactantes en polvo ecológico Hipp Biológico 1 300 g.,"10,69 €",4 g,66 Kcal,276 KJ,0 g,7 g,1 g
Caramelos de goma Beans Fini sin gluten 180 g.,"2,05 €",0 g,352 Kcal,1473.75 KJ,0.1 g,88 g,0 g
Paleta de Cebo Ibérica 50% Raza Ibérica en lonchas Valja 100 g,"5,19 €",19.2 g,303 Kcal,1261 KJ,4.4 g,0.1 g,32.3 g
Preparado de soja vegetal con proteínas Sensational Garden Gourmet 180 g.,"5,19 €",13.4 g,203 Kcal,843 KJ,0.55 g,4.3 g,13.3 g
Postre lácteo natural desde 6 meses sin azúcar añadido Nestlé Yogolino sin gluten pack de 4 unidades de 100 g.,"3,35 €",2.8 g,71.0 Kcal,299.0 KJ,0.09 g,8.0 g,3.2 g
Zumo tropical Original Bifrutas pack de 6 briks de 33 cl.,"4,79 €",0 g,21 Kcal,91 KJ,0.03 g,4.8 g,0.3 g
Mortadela en lonchas Carrefour El Mercado sin gluten 250 g,"1,25 €",24 g,282 Kcal,1170 KJ,2 g,4.5 g,12 g
Salsa agridulce Yang Tse botella 200 g.,"1,88 €",0.20 g,128.0 Kcal,543.0 KJ,0.12 g,31.20 g,0.20 g
Ciruelas ecológicas Paño Naturae 200 g.,"5,49 €",0.4 g,281 Kcal,1192 KJ,0.1 g,65 g,2.1 g
"Fideos orientales Parrilla Yatekomo Gallina Blanca 59,5 g.","1,55 €",4.7 g,91 Kcal,378 KJ,0.7 g,10 g,1.7 g
Croissants con mantequilla Carrefour pack de 6 unidades de 60 g.,"3,75 €",24.0 g,435.0 Kcal,1818.0 KJ,1.1 g,44.0 g,10.0 g
Café doppio espresso en cápsulas Nescafé Dolce Gusto 16 ud.,"5,45 €",13.9 g,243 Kcal,998 KJ,0.01 g,0.1 g,7.8 g
Leche semidesnatada Pascual sin lactosa brik 1 l.,"1,52 €",1.6 g,46 Kcal,195 KJ,0.12 g,4.7 g,3.3 g
Solomillos de salmón ahumado noruego Royal pack de 2 unidades de 50 g.,"9,35 €",13 g,209 Kcal,872 KJ,3.4 g,0.5 g,23 g
Gofres Schär sin gluten 100 g.,"4,25 €",28 g,478 Kcal,1997 KJ,0.59 g,52 g,4.8 g
Bizcochitos blanditos Oceanix Tosta Rica 160 g.,"2,99 €",16 g,401 Kcal,1683 KJ,0.25 g,57 g,6 g
Empanada de Hojaldre de Carne 600 g,"5,49 €",14.0 g,271 Kcal,1132 KJ,1.1 g,28.0 g,8.2 g
Flan de chocolate Carrefour sin gluten pack de 6 unidades de 100 g.,"2,29 €",3.7 g,116 Kcal,489 KJ,0.13 g,17 g,3.3 g
Queso azul de Bresse Carrefour 250 g,"4,15 €",30 g,342 Kcal,1416 KJ,1.6 g,1 g,17 g
Chocolate negro 60% Lindt Lindor 100 g.,"2,65 €",53 g,645 Kcal,2673 KJ,0.04 g,34 g,4.9 g
Plumas nº 6 ecológico Gallo 450 g.,"1,99 €",2 g,344 Kcal,1458 KJ,0.03 g,69 g,11 g
Champiñón laminado Carrefour Classic´ 1 kg.,"2,69 €",,25 Kcal,104 KJ,0.04 g,2.7 g,1.8 g
Sobrasada picante de Mallorca El Zagal sin gluten y sin lactosa 200 g,"2,35 €",63 g,609 Kcal,2510 KJ,2.2 g,0.5 g,10 g
Café soluble descafeinado en sobres Carrefour 25 unidades de 2 g.,"2,75 €",0 g,297 Kcal,1250 KJ,0.53 g,49 g,15 g
Codillo de cerdo entero asado al estilo alemán Cascajares 650 g,"6,99 €",7.2 g,176.0 Kcal,741.0 KJ,0.6 g,0.5 g,27.6 g
Paté de hígado de cerdo Tapa Negra La Piara pack de 3 unidades de 75 g.,"3,95 €",24 g,269 Kcal,1111 KJ,1.7 g,1.4 g,11 g
Pulpa de tomate ecológico Carrefour Bio 660 g.,"2,75 €",0 g,24 Kcal,99 KJ,0 g,2.7 g,1.4 g
Anchoa con aceite de oliva virgen extra Lorea Gourmet 125 g.,"11,09 €",7.6 g,175 Kcal,734 KJ,13 g,0 g,26.6 g
Chipirones rellenos en aceite de girasol Javimar 72 g.,"5,25 €",9.8 g,175 Kcal,737 KJ,1.8 g,10 g,12 g
Cocktail de frutos secos al natural Carrefour Original doy pack 180 g.,"2,09 €",57 g,629 Kcal,2595 KJ,0 g,6.5 g,17 g
"Barritas de fruta y frutos secos con cacao nakd sin gluten, sin lactosa y sin azúcar añadido 140 g.","3,45 €",15.1 g,385.0 Kcal,1613.0 KJ,0.04 g,49.4 g,9.4 g
Zumo de naranja Granini ecológico botella 1 l.,"4,35 €",0.5 g,44 Kcal,183 KJ,0 g,8.8 g,0.7 g
Bombón helado chocolate blanco con almendras Carrefour 4 ud.,"2,35 €",22 g,342 Kcal,1426 KJ,0.27 g,31 g,4.6 g
Solomillo de pollo extra Carrefour 400 g aprox,"3,30 €",1.6 g,44 Kcal,484 KJ,0.11 g,0.5 g,25 g
Anchoa en aceite de oliva virgen extra ecológica Consorcio 50 g.,"8,09 €",11 g,213 Kcal,893 KJ,13 g,1 g,28 g
Mini bombón helado de avellana Sensation Carrefour 4 ud.,"3,39 €",25 g,376 Kcal,1564 KJ,0.15 g,32 g,3.7 g
Preparado de soja con vainilla Alpro sin gluten y sin lactosa 400 g.,"2,29 €",2.2 g,66.0 Kcal,279.0 KJ,0.20 g,7.5 g,3.7 g
Mini pizzas 3 quesos Carrefour 270 g.,"2,85 €",14 g,276 Kcal,1153 KJ,1.5 g,27 g,10 g
Pan rallado Carrefour 750 g.,"0,90 €",3.5 g,367 Kcal,1536.56 KJ,1.5 g,70 g,12 g
Batido de cacao Shake Cola Cao sin gluten 200 ml.,"1,68 €",1.5 g,76 Kcal,320 KJ,0.16 g,11 g,3.9 g
Helado Bombón de caramelo y nueces de Macadamia Australianas Nuii sin gluten 4 ud.,"3,99 €",21 g,360 Kcal,1504 KJ,0.25 g,38 g,3.8 g
Empanado de espinacas y queso vegetariano Garden Gourmet 180 g.,"3,79 €",11.6 g,227 Kcal,947 KJ,1.1 g,18.1 g,11.0 g
Ravioli carne al brasato Buitoni 230 g.,"2,79 €",7.4 g,270 Kcal,1139 KJ,1.4 g,40 g,10 g
Vino tinto tempranillo Elegido 1 l.,"1,99 €",0.1 g,83 Kcal,345 KJ,0.005 g,3.2 g,0.1 g
