vendor,name,price,grasa,calorias,kJ,sal,carbohidratos,proteinas,url
Carrefour,Crema de avena para cocinar ecológico Oatly 250 ml.,1.17,13 g,150 Kcal,600 KJ,0 g,6 g,1 g,https://www.carrefour.es/supermercado/crema-de-avena-para-cocinar-ecologico-oatly-250-ml/R-prod1010183/p
Carrefour,Calamares en su tinta Montey pack de 3 de 51 g.,1.35,19.97 g,8.10 Kcal,1180.00 KJ,0.45 g,8.10 g,17.90 g,https://www.carrefour.es/supermercado/calamares-en-su-tinta-montey-pack-de-3-de-51-g/R-VC4AECOMM-418247/p
Carrefour,Cider Ladrón de manzanas lata 33 cl.,1.45,0 g,52 Kcal,220 KJ,0.01 g,6.6 g,0 g,https://www.carrefour.es/supermercado/cider-ladron-de-manzanas-lata-33-cl/R-prod590264/p
Carrefour,Empanada rectangular vegana Carrefour 800 g,5.35,8.6 g,238 Kcal,1001 KJ,0.72 g,35 g,4.3 g,https://www.carrefour.es/supermercado/empanada-rectangular-vegana-carrefour-800-g/R-VC4AECOMM-555474/p
Carrefour,Pizza 4 formaggi La Mia Grande Dr. Oetker 400 g.,5.39,10.0 g,252 Kcal,1059 KJ,1.5 g,27 g,2 g,https://www.carrefour.es/supermercado/pizza-4-formaggi-la-mia-grande-dr-oetker-400-g/R-VC4AECOMM-449127/p
Carrefour,Cerveza Desperados sabor mojito botella 33 cl.,1.32,0 g,62 Kcal,261 KJ,0.01 g,7 g,0 g,https://www.carrefour.es/supermercado/cerveza-desperados-sabor-mojito-botella-33-cl/R-prod310094/p
Carrefour,Atún claro en aceite de girasol Carrefour pack de 3 latas de 104 g.,3.90,5.9 g,153 Kcal,643 KJ,1.5 g,0.5 g,25 g,https://www.carrefour.es/supermercado/atun-claro-en-aceite-de-girasol-carrefour-pack-de-3-latas-de-104-g/R-521029270/p
Carrefour,Falafel vegetal ultracongelado Sensation Carrefour 500 g.,5.49,6.8 g,185 Kcal,772 KJ,0.55 g,18 g,8.5 g,https://www.carrefour.es/supermercado/falafel-vegetal-ultracongelado-sensation-carrefour-500-g/R-VC4AECOMM-303237/p
Carrefour,Muslitos de mar Carrefour 500 g.,3.05,1.9 g,148.0 Kcal,627.0 KJ,1.4 g,25.0 g,7.8 g,https://www.carrefour.es/supermercado/muslitos-de-mar-carrefour-500-g/R-521031210/p
Carrefour,Crema de bogavante con un toque de hinojo y cilantro Knorr 61 g.,1.95,1 g,33 Kcal,140 KJ,0.8 g,4.3 g,1.6 g,https://www.carrefour.es/supermercado/crema-de-bogavante-con-un-toque-de-hinojo-y-cilantro-knorr-61-g/R-649302209/p
Carrefour,Espinacas en hojas Findus 1 kg.,4.49,0.8 g,29 Kcal,120 KJ,0.04 g,0.5 g,3.1 g,https://www.carrefour.es/supermercado/espinacas-en-hojas-findus-1-kg/R-714518114/p
Carrefour,Azúcar moreno de caña in integral Classic´ Carrefour 1 kg.,2.05,,402 Kcal,1709 KJ,0.01 g,100 g,0.5 g,https://www.carrefour.es/supermercado/azucar-moreno-de-cana-in-integral-classic-carrefour-1-kg/R-VC4AECOMM-181710/p
Carrefour,Crema de cacao con avellanas original sin azúcar añadido Nocilla sin gluten 180 g.,3.05,29 g,439 Kcal,1813 KJ,0.1 g,53 g,4.3 g,https://www.carrefour.es/supermercado/crema-de-cacao-con-avellanas-original-sin-azucar-anadido-nocilla-sin-gluten-180-g/R-prod62981/p
Carrefour,Caramelos sabor limón Smint pack de 2 paquetes de 50 ud.,3.99,0.8 g,243 Kcal,1013 KJ,0.25 g,94 g,0 g,https://www.carrefour.es/supermercado/caramelos-sabor-limon-smint-pack-de-2-paquetes-de-50-ud/R-777306488/p
Carrefour,Chocolate negro intenso con naranja Lindt Excellence pack de 2 tabletas de 100 g.,6.45,34 g,538 Kcal,2240 KJ,0.11 g,47 g,8 g,https://www.carrefour.es/supermercado/chocolate-negro-intenso-con-naranja-lindt-excellence-pack-de-2-tabletas-de-100-g/R-594401673/p
Carrefour,Zumo de arándano Ocean Spray light brik 1 l.,2.05,0 g,8 Kcal,33.49 KJ,0 g,1.5 g,0 g,https://www.carrefour.es/supermercado/zumo-de-arandano-ocean-spray-light-brik-1-l/R-638301845/p
Carrefour,Leche entera Central Lechera Asturiana brik 1 l.,1.14,3.6 g,63 Kcal,264 KJ,0.1 g,4.6 g,3.1 g,https://www.carrefour.es/supermercado/leche-entera-central-lechera-asturiana-brik-1-l/R-521006994/p
Carrefour,Bebida de clara de huevo Wovo sin gluten y sin lactosa 1 l.,2.59,0.0 g,12.0 Kcal,50.0 KJ,0.1 g,0.0 g,2.8 g,https://www.carrefour.es/supermercado/bebida-de-clara-de-huevo-wovo-sin-gluten-y-sin-lactosa-1-l/R-VC4AECOMM-193694/p
Carrefour,Mini bocaditos de pan sour cream Sensation Carrefour 100 g.,1.36,29 g,512 Kcal,2140 KJ,2.5 g,55 g,7.6 g,https://www.carrefour.es/supermercado/mini-bocaditos-de-pan-sour-cream-sensation-carrefour-100-g/R-VC4AECOMM-727870/p
Carrefour,Salvado de avena Carrefour 500 g.,1.83,11 g,376 Kcal,1374 KJ,0.14 g,49 g,13 g,https://www.carrefour.es/supermercado/salvado-de-avena-carrefour-500-g/R-794110944/p
Carrefour,Pasta con salmón salvaje con salsa cremosa de hierbas aromáticas desde 1 año ecológico Hipp 250 g.,3.65,2.0 g,70.0 Kcal,292.0 KJ,0.0 g,8.0 g,3.0 g,https://www.carrefour.es/supermercado/pasta-con-salmon-salvaje-con-salsa-cremosa-de-hierbas-aromaticas-desde-1-ano-ecologico-hipp-250-g/R-VC4AECOMM-724055/p
Carrefour,"Barritas de chocolate con leche, galleta y caramelo Twix Minis 227 g.",3.99,24.0 g,493.0 Kcal,2065.0 KJ,0.40 g,65.0 g,4.4 g,https://www.carrefour.es/supermercado/barritas-de-chocolate-con-leche-galleta-y-caramelo-twix-minis-227-g/R-VC4AECOMM-169737/p
Carrefour,Leche fermentada fresa y plátano Carrefour Classic' sin gluten sin lactosa pack de 4 unidades de 160 g.,1.99,1 g,68 Kcal,281 KJ,0.13 g,11 g,2.4 g,https://www.carrefour.es/supermercado/leche-fermentada-fresa-y-platano-carrefour-classic-sin-gluten-sin-lactosa-pack-de-4-unidades-de-160-g/R-VC4AECOMM-720404/p
Carrefour,Pizza espinacas y ricota Tradizionale Dr. Oetker 415 g.,4.59,6.8 g,208 Kcal,873 KJ,0.97 g,27 g,7.9 g,https://www.carrefour.es/supermercado/pizza-espinacas-y-ricota-tradizionale-dr-oetker-415-g/R-819115026/p
Carrefour,Galletas de 5 cereales y leche Carrefour Classic 400 g.,1.75,14 g,443 Kcal,1864 KJ,0.80 g,69 g,7.4 g,https://www.carrefour.es/supermercado/galletas-de-5-cereales-y-leche-carrefour-classic-400-g/R-prod63827/p
Carrefour,Galletas con pepitas de chocolate con leche y caramelo Schär sin gluten 150 g.,4.39,23 g,484 Kcal,2028 KJ,0.8 g,61 g,7.3 g,https://www.carrefour.es/supermercado/galletas-con-pepitas-de-chocolate-con-leche-y-caramelo-schar-sin-gluten-150-g/R-VC4AECOMM-694115/p
Carrefour,Paté de pavo La Piara 125 g.,4.39,17 g,214 Kcal,889 KJ,1.5 g,4 g,11 g,https://www.carrefour.es/supermercado/pate-de-pavo-la-piara-125-g/R-prod290124/p
Carrefour,Cereales rellenos de avellanas y chocolate ecológico Carrefour Bio 375 g.,2.75,12 g,421 Kcal,1769 KJ,0.38 g,65 g,9.2 g,https://www.carrefour.es/supermercado/cereales-rellenos-de-avellanas-y-chocolate-ecologico-carrefour-bio-375-g/R-VC4AECOMM-609891/p
Carrefour,Gamba cristal enharinada congelados Delfin 250 g.,5.49,1.3 g,139 Kcal,587 KJ,1.1 g,16 g,15 g,https://www.carrefour.es/supermercado/gamba-cristal-enharinada-congelados-delfin-250-g/R-VC4AECOMM-281472/p
Carrefour,Batido de chocolate Milka pack de 3 briks de 200 ml.,1.91,1.1 g,71 Kcal,300 KJ,0 g,,11 g,https://www.carrefour.es/supermercado/batido-de-chocolate-milka-pack-de-3-briks-de-200-ml/R-VC4AECOMM-562094/p
Carrefour,Aceitunas verdes chupadedos El Faro 500 g.,2.69,18 g,184 Kcal,756 KJ,3.8 g,0.7 g,1.3 g,https://www.carrefour.es/supermercado/aceitunas-verdes-chupadedos-el-faro-500-g/R-VC4AECOMM-747730/p
Carrefour,Barra de pan pistola Carrefour 250 g,0.47,1.1 g,272 Kcal,1138 KJ,1.3 g,55 g,8.8 g,https://www.carrefour.es/supermercado/barra-de-pan-pistola-carrefour-250-g/R-527063193/p
Carrefour,Galletas María mini Carrefour Classic sin aceite de palma 350 g.,1.46,9.7 g,430 Kcal,1815 KJ,0.85 g,77 g,7.5 g,https://www.carrefour.es/supermercado/galletas-maria-mini-carrefour-classic-sin-aceite-de-palma-350-g/R-809534262/p
Carrefour,Fuet de Pavo Campofrío Pavofrío sin gluten pieza de 150 g,3.29,42 g,478 Kcal,1979 KJ,4 g,3 g,22 g,https://www.carrefour.es/supermercado/fuet-de-pavo-campofrio-pavofrio-sin-gluten-pieza-de-150-g/R-524802658/p
Carrefour,Mantequilla fácil de untar Président 250 g.,4.29,82 g,743 Kcal,3054 KJ,0.03 g,0.5 g,0.7 g,https://www.carrefour.es/supermercado/mantequilla-facil-de-untar-president-250-g/R-521030154/p
Carrefour,Barritas de chocolate blanco con trocitos de frutos rojos Bicentury 90 g.,3.25,25 g,504 Kcal,2110 KJ,0.5 g,62 g,5.9 g,https://www.carrefour.es/supermercado/barritas-de-chocolate-blanco-con-trocitos-de-frutos-rojos-bicentury-90-g/R-fprod1470197/p
Carrefour,Remolacha en rodajas Classic Carrefour 250 g.,1.60,0 g,56 Kcal,236 KJ,0.48 g,10 g,1.5 g,https://www.carrefour.es/supermercado/remolacha-en-rodajas-classic-carrefour-250-g/R-VC4AECOMM-705340/p
Carrefour,Masa de hojaldre Carrefour No gluten sin gluten 280 g.,2.79,20 g,354 Kcal,1482.13 KJ,0.98 g,37 g,2.5 g,https://www.carrefour.es/supermercado/masa-de-hojaldre-carrefour-no-gluten-sin-gluten-280-g/R-840600813/p
Carrefour,Cerveza San Miguel Magna pack de 6 botellas de 25 cl.,4.39,0 g,51 Kcal,211 KJ,0 g,4.3 g,0.3 g,https://www.carrefour.es/supermercado/cerveza-san-miguel-magna-pack-de-6-botellas-de-25-cl/R-fprod1180036/p
Carrefour,Tinto de verano Sandevid con limón sin alcohol sin azúcar lata 25 cl.,0.79,0 g,1 Kcal,39.0 KJ,3.00 g,0 g,0 g,https://www.carrefour.es/supermercado/tinto-de-verano-sandevid-con-limon-sin-alcohol-sin-azucar-lata-25-cl/R-VC4AECOMM-177388/p
Carrefour,Sopa de pollo con Maravilla Gallina Blanca pack de 3 sobres de 85 g.,2.65,0.2 g,28 Kcal,119 KJ,0.67 g,5.4 g,1 g,https://www.carrefour.es/supermercado/sopa-de-pollo-con-maravilla-gallina-blanca-pack-de-3-sobres-de-85-g/R-prod490089/p
Carrefour,Galletas Rellenas de Crema de Chocolate Príncipe pack de 3 unidades de 300 g.,5.39,17 g,469 Kcal,1969 KJ,0.49 g,71 g,6.2 g,https://www.carrefour.es/supermercado/galletas-rellenas-de-crema-de-chocolate-principe-pack-de-3-unidades-de-300-g/R-755505044/p
Carrefour,Café molido mezcla Saimaza 500 g.,5.69,12 g,332 Kcal,1370 KJ,0.02 g,16 g,17 g,https://www.carrefour.es/supermercado/cafe-molido-mezcla-saimaza-500-g/R-prod180266/p
Carrefour,Mortadela Di Bologna IGP Ferrarini España 100 g,2.45,21 g,255 Kcal,1059 KJ,2.10 g,0.60 g,16 g,https://www.carrefour.es/supermercado/mortadela-di-bologna-igp-ferrarini-espana-100-g/R-prod590910/p
Carrefour,Sandwich de nata con caramelo Maxibon Waffle Nestlé 4 ud.,5.75,17 g,333 Kcal,1392 KJ,0.12 g,42 g,3.4 g,https://www.carrefour.es/supermercado/sandwich-de-nata-con-caramelo-maxibon-waffle-nestle-4-ud/R-VC4AECOMM-637274/p
Carrefour,Caramelo sabor arándano rojo sin azúcar Ricola 50 g.,2.89,0 g,238 Kcal,993 KJ,0 g,96 g,0 g,https://www.carrefour.es/supermercado/caramelo-sabor-arandano-rojo-sin-azucar-ricola-50-g/R-590511870/p
Carrefour,Leche semidesnatada Président brik 1 l.,1.16,1.6 g,46 Kcal,192 KJ,0.13 g,4.7 g,3.1 g,https://www.carrefour.es/supermercado/leche-semidesnatada-president-brik-1-l/R-521007081/p
Carrefour,Chocolate negro suave con toque de sal Lindt Excellence 100 g.,3.15,32 g,529 Kcal,2205 KJ,0.31 g,50 g,6.2 g,https://www.carrefour.es/supermercado/chocolate-negro-suave-con-toque-de-sal-lindt-excellence-100-g/R-546306132/p
Carrefour,Paella marinera Apolo 1 kg.,6.25,0.9 g,72 Kcal,305 KJ,0.4 g,2.4 g,12.5 g,https://www.carrefour.es/supermercado/paella-marinera-apolo-1-kg/R-746375334/p
Carrefour,Yogur líquido desnatado edulcorado sin azúcar añadido Carrefour 1 kg.,1.45,0.5 g,29 Kcal,123 KJ,0.11 g,4.1 g,2.9 g,https://www.carrefour.es/supermercado/yogur-liquido-desnatado-edulcorado-sin-azucar-anadido-carrefour-1-kg/R-fprod1210092/p
Carrefour,Yogur natural azucarado Danone sin gluten pack de 4 unidades de 120 g.,0.99,2.2 g,72 Kcal,300 KJ,0.11 g,10.0 g,3.0 g,https://www.carrefour.es/supermercado/yogur-natural-azucarado-danone-sin-gluten-pack-de-4-unidades-de-120-g/R-521029405/p
Carrefour,Pan batard Carrefour 1 ud,2.39,0.6 g,263 Kcal,1115 KJ,1.4 g,53 g,9.7 g,https://www.carrefour.es/supermercado/pan-batard-carrefour-1-ud/R-prod760049/p
Carrefour,Fideuá Carretilla sin aceite de palma pack de 2 unidades de 250 g.,6.59,6.7 g,155 Kcal,649 KJ,1.6 g,16.9 g,6.4 g,https://www.carrefour.es/supermercado/fideua-carretilla-sin-aceite-de-palma-pack-de-2-unidades-de-250-g/R-fprod1270134/p
Carrefour,Tomate frito estilo casero Solís pack 3 unidades de 100 g.,2.15,7.0 g,102 Kcal,425 KJ,0.9 g,7.8 g,1.3 g,https://www.carrefour.es/supermercado/tomate-frito-estilo-casero-solis-pack-3-unidades-de-100-g/R-529043381/p
Carrefour,Mix de frutos secos ecológicos Carrefour Bio 125 g.,2.19,60 g,615 Kcal,2535 KJ,0.01 g,9.4 g,4.7 g,https://www.carrefour.es/supermercado/mix-de-frutos-secos-ecologicos-carrefour-bio-125-g/R-VC4AECOMM-464841/p
Carrefour,Pechuga de pavo sin gras El Pozo Bienstar sin gluten sin lactosa 340 g.,3.79,0.5 g,72 Kcal,304 KJ,1.8 g,2.3 g,14.5 g,https://www.carrefour.es/supermercado/pechuga-de-pavo-sin-gras-el-pozo-bienstar-sin-gluten-sin-lactosa-340-g/R-VC4AECOMM-711069/p
Carrefour,Mousse de chocolate negro crujiente Nestlé After Eight pack de 4 unidades de 57 g.,2.54,13.7 g,214 Kcal,893 KJ,0.16 g,18.1 g,4.2 g,https://www.carrefour.es/supermercado/mousse-de-chocolate-negro-crujiente-nestle-after-eight-pack-de-4-unidades-de-57-g/R-855600508/p
Carrefour,Tomate entero pelado Celorrio 480 g.,1.25,0 g,23 Kcal,97 KJ,0.28 g,3.5 g,0.8 g,https://www.carrefour.es/supermercado/tomate-entero-pelado-celorrio-480-g/R-VC4AECOMM-132074/p
Carrefour,Aceite de oliva virgen extra ecológico Oro de Génave 75 cl.,10.25,92.0 g,825.0 Kcal,3389.0 KJ,0.0 g,0.0 g,0.0 g,https://www.carrefour.es/supermercado/aceite-de-oliva-virgen-extra-ecologico-oro-de-genave-75-cl/R-520660275/p
Carrefour,Tomate frito Carrefour pack de 2 tarros de 550 g.,1.99,3.7 g,78 Kcal,325 KJ,0.95 g,9.6 g,1 g,https://www.carrefour.es/supermercado/tomate-frito-carrefour-pack-de-2-tarros-de-550-g/R-prod970377/p
Carrefour,Queso mozzarella en lonchas Fiorucci 75 g.,2.15,23 g,301 Kcal,1251 KJ,1.5 g,0.5 g,23 g,https://www.carrefour.es/supermercado/queso-mozzarella-en-lonchas-fiorucci-75-g/R-VC4AECOMM-429252/p
Carrefour,Té negro en bolsitas Ship 25 ud.,0.86,0.0 g,1.0 Kcal,3.0 KJ,0.0 g,0.5 g,0.0 g,https://www.carrefour.es/supermercado/te-negro-en-bolsitas-ship-25-ud/R-VC4AECOMM-102424/p
Carrefour,Helado strawberry cheescake Ben & Jerry’s 465 ml.,7.79,12 g,216 Kcal,909 KJ,0.19 g,24 g,2.9 g,https://www.carrefour.es/supermercado/helado-strawberry-cheescake-ben-jerrys-465-ml/R-VC4AECOMM-456083/p
Carrefour,Soja texturizada fina ecológica Ecocesta 250 g.,4.69,9.7 g,399.7 Kcal,1686.6 KJ,0.008 g,30 g,48.1 g,https://www.carrefour.es/supermercado/soja-texturizada-fina-ecologica-ecocesta-250-g/R-640001945/p
Carrefour,Atún claro con aceite de oliva Calvo pack de 3 latas de 56 g.,4.85,6.7 g,148 Kcal,623 KJ,1.3 g,0.7 g,21.4 g,https://www.carrefour.es/supermercado/atun-claro-con-aceite-de-oliva-calvo-pack-de-3-latas-de-56-g/R-842800654/p
Carrefour,Chicles sabor hierbabuena sin azúcar 60 minutos Trident pack de 3 unidades de 20 g.,2.29,0.5 g,181 Kcal,753 KJ,0.03 g,71.5 g,0.1 g,https://www.carrefour.es/supermercado/chicles-sabor-hierbabuena-sin-azucar-60-minutos-trident-pack-de-3-unidades-de-20-g/R-671301852/p
Carrefour,Salsa de mostaza y eneldo Extra Carrefour sin gluten 200 g.,2.05,37 g,448 Kcal,1856 KJ,1.4 g,25 g,2.3 g,https://www.carrefour.es/supermercado/salsa-de-mostaza-y-eneldo-extra-carrefour-sin-gluten-200-g/R-VC4AECOMM-469214/p
Carrefour,Sopa de tomate Heinz 400 g.,2.15,3.0 g,59.0 Kcal,249.0 KJ,0.2 g,7.2 g,0.7 g,https://www.carrefour.es/supermercado/sopa-de-tomate-heinz-400-g/R-590215759/p
Carrefour,Delicias de verdura con calabaza y zanahoria Bonduelle 300 g.,3.99,5.1 g,95 Kcal,395 KJ,0.7 g,7.3 g,3.4 g,https://www.carrefour.es/supermercado/delicias-de-verdura-con-calabaza-y-zanahoria-bonduelle-300-g/R-VC4AECOMM-436196/p
Carrefour,Garbanzo pedrosillano cocido Pedro Luis 425 g.,1.99,1 g,85 Kcal,357.9 KJ,0.9 g,11.7 g,5.2 g,https://www.carrefour.es/supermercado/garbanzo-pedrosillano-cocido-pedro-luis-425-g/R-837306010/p
Carrefour,Mejillones en salsa marinera con tomate y aceite de oliva Carrefour Classic 69 g.,1.99,12.3 g,181.0 Kcal,753.0 KJ,1.5 g,5.0 g,12.0 g,https://www.carrefour.es/supermercado/mejillones-en-salsa-marinera-con-tomate-y-aceite-de-oliva-carrefour-classic-69-g/R-VC4AECOMM-028245/p
Carrefour,Kétchup 50% menos azúcar y sal Heinz envase 550 g.,4.05,0.1 g,64 Kcal,271 KJ,0.9 g,12 g,1.4 g,https://www.carrefour.es/supermercado/ketchup-50-menos-azucar-y-sal-heinz-envase-550-g/R-prod61362/p
Carrefour,Barritas de cereales con chocolate negro Corny pack 6 unidades de 23 g.,2.49,17 g,452 Kcal,1897 KJ,0.41 g,65 g,5.80 g,https://www.carrefour.es/supermercado/barritas-de-cereales-con-chocolate-negro-corny-pack-6-unidades-de-23-g/R-546306716/p
Carrefour,Lasaña Barbacoa La Cocinera 500 g.,5.15,7.2 g,155 Kcal,648 KJ,0.74 g,15 g,7.1 g,https://www.carrefour.es/supermercado/lasana-barbacoa-la-cocinera-500-g/R-VC4AECOMM-334740/p
Carrefour,Galletas de avena sin azúcar añadido Avenacol Cuétara 250 g.,4.29,16 g,420 Kcal,1757 KJ,0.66 g,64 g,8 g,https://www.carrefour.es/supermercado/galletas-de-avena-sin-azucar-anadido-avenacol-cuetara-250-g/R-VC4AECOMM-097917/p
Carrefour,Gotas de chocolate negro Carrefour sin gluten 250 g.,2.25,26.5 g,497 Kcal,2072 KJ,0.02 g,54 g,5.8 g,https://www.carrefour.es/supermercado/gotas-de-chocolate-negro-carrefour-sin-gluten-250-g/R-VC4AECOMM-135596/p
Carrefour,Tallarines a la Boloñesa 300 g,3.45,8.6 g,167 Kcal,698 KJ,1.1 g,17.5 g,4.8 g,https://www.carrefour.es/supermercado/tallarines-a-la-bolonesa-300-g/R-VC4AECOMM-611129/p
Carrefour,Natillas de vainilla Dhul sin lactosa pack de 4 unidades de 125 g.,2.85,3 g,106 Kcal,446 KJ,0.12 g,17 g,2.7 g,https://www.carrefour.es/supermercado/natillas-de-vainilla-dhul-sin-lactosa-pack-de-4-unidades-de-125-g/R-VC4AECOMM-267675/p
Carrefour,Higos naturales ecológicos Your Karma Foods sin gluten doy pack 200 g.,3.35,0.9 g,249 Kcal,1041 KJ,0.01 g,54.1 g,3.3 g,https://www.carrefour.es/supermercado/higos-naturales-ecologicos-your-karma-foods-sin-gluten-doy-pack-200-g/R-VC4AECOMM-311955/p
Carrefour,Verdura para paella congelada Carrefour 450 g.,1.22,0.5 g,48.0 Kcal,202.0 KJ,0.13 g,7.2 g,2.1 g,https://www.carrefour.es/supermercado/verdura-para-paella-congelada-carrefour-450-g/R-720619087/p
Carrefour,Garbanzo lechoso categoría extra Carrefour 1 kg.,2.65,6.9 g,333 Kcal,1394 KJ,0 g,36 g,19 g,https://www.carrefour.es/supermercado/garbanzo-lechoso-categoria-extra-carrefour-1-kg/R-635701946/p
Carrefour,Caldo casero de pescado Gallina Blanca sin gluten 1 l.,2.19,0.2 g,6 Kcal,25 KJ,0.75 g,0.5 g,0.5 g,https://www.carrefour.es/supermercado/caldo-casero-de-pescado-gallina-blanca-sin-gluten-1-l/R-682701954/p
Carrefour,Ensaladilla Findus 1 kg.,4.49,0 g,53 Kcal,224 KJ,0 g,10 g,1.9 g,https://www.carrefour.es/supermercado/ensaladilla-findus-1-kg/R-712515227/p
Carrefour,Tomate frito ecológico Carrefour Bio sin gluten tarro 340 g.,1.99,5.2 g,81 Kcal,336 KJ,0.94 g,7.1 g,0.8 g,https://www.carrefour.es/supermercado/tomate-frito-ecologico-carrefour-bio-sin-gluten-tarro-340-g/R-526538957/p
Carrefour,Galletas con avena y almendra ecológicas Bio Darma sin lactosa 130 g.,2.19,23.0 g,478.0 Kcal,2000.0 KJ,0.3 g,59.0 g,7.0 g,https://www.carrefour.es/supermercado/galletas-con-avena-y-almendra-ecologicas-bio-darma-sin-lactosa-130-g/R-774804093/p
Carrefour,Salsa de quesos Carrefour sobre 140 g.,1.13,8 g,143 Kcal,595 KJ,1.6 g,11 g,6 g,https://www.carrefour.es/supermercado/salsa-de-quesos-carrefour-sobre-140-g/R-590209219/p
Carrefour,Galletas María sin sal y sin azúcares añadidos Carrefour Classic sin aceite de palma 600 g.,2.35,13 g,408 Kcal,1709 KJ,0.01 g,58 g,9.0 g,https://www.carrefour.es/supermercado/galletas-maria-sin-sal-y-sin-azucares-anadidos-carrefour-classic-sin-aceite-de-palma-600-g/R-686200915/p
Carrefour,Almeja Blanca del Pacífico cocida 450 g,2.49,0.746 g,67 Kcal,281 KJ,0.24 g,5.32 g,9.86 g,https://www.carrefour.es/supermercado/almeja-blanca-del-pacifico-cocida-450-g/R-VC4AECOMM-132413/p
Carrefour,Fideo nº0 Gallo 675 g.,2.15,2 g,344 Kcal,1458 KJ,0.03 g,68 g,12 g,https://www.carrefour.es/supermercado/fideo-n0-gallo-675-g/R-VC4AECOMM-556094/p
Carrefour,Pantera Rosa Bimbo 3 ud.,2.45,24 g,448 Kcal,1875 KJ,1.1 g,54 g,3.7 g,https://www.carrefour.es/supermercado/pantera-rosa-bimbo-3-ud/R-750302801/p
Carrefour,Lomo embuchado bipack Carrefour sin gluten y sin lactosa 75x2 g,2.59,6.2 g,207 Kcal,874 KJ,3.7 g,0.9 g,37 g,https://www.carrefour.es/supermercado/lomo-embuchado-bipack-carrefour-sin-gluten-y-sin-lactosa-75x2-g/R-prod720797/p
Carrefour,Salsa pesto alla genovese Barilla sin gluten tarro 190 g.,3.39,46.0 g,482.0 Kcal,1989.0 KJ,,9.8 g,4.7 g,https://www.carrefour.es/supermercado/salsa-pesto-alla-genovese-barilla-sin-gluten-tarro-190-g/R-522713802/p
Carrefour,Chocolate con leche Lacasitos sin gluten 100 g.,1.69,32.6 g,551 Kcal,2299 KJ,0.17 g,58.0 g,5.6 g,https://www.carrefour.es/supermercado/chocolate-con-leche-lacasitos-sin-gluten-100-g/R-522714090/p
Carrefour,Paté de jamón Classic Carrefour sin gluten y sin lactosa 160 g.,1.11,28 g,302 Kcal,1250 KJ,1.8 g,0.6 g,12 g,https://www.carrefour.es/supermercado/pate-de-jamon-classic-carrefour-sin-gluten-y-sin-lactosa-160-g/R-prod930007/p
Carrefour,Galletas Campurrianas de espelta con pepitas de chocolate Artiach 320 g.,4.15,17 g,460 Kcal,1931 KJ,0.83 g,69 g,6.2 g,https://www.carrefour.es/supermercado/galletas-campurrianas-de-espelta-con-pepitas-de-chocolate-artiach-320-g/R-prod841339/p
Carrefour,Lazos de hojaldre blanco Carrefour Classic' 8 ud.,3.49,22 g,449 Kcal,1880 KJ,,59 g,,https://www.carrefour.es/supermercado/lazos-de-hojaldre-blanco-carrefour-classic-8-ud/R-521007281/p
Carrefour,Pasta espaguetis nº 5 Barilla 500 g.,1.61,2 g,359 Kcal,1521 KJ,,70.9 g,12.8 g,https://www.carrefour.es/supermercado/pasta-espaguetis-n-5-barilla-500-g/R-522713711/p
Carrefour,"Chocolate suizo con leche, pasas y avellanas Lindt 300 g.",7.49,30 g,520 Kcal,2169 KJ,0.15 g,54 g,6.9 g,https://www.carrefour.es/supermercado/chocolate-suizo-con-leche-pasas-y-avellanas-lindt-300-g/R-521004266/p
Carrefour,Bacón sabor ahumado en tiras Carrefour El Mercado sin gluten pack de 2 unidades de 100 g,1.65,23 g,263 Kcal,1088 KJ,2.2 g,1 g,14 g,https://www.carrefour.es/supermercado/bacon-sabor-ahumado-en-tiras-carrefour-el-mercado-sin-gluten-pack-de-2-unidades-de-100-g/R-VC4AECOMM-710259/p
